Data,Produto/Categoria,Registros do Dia,Média Esperada,Setor,Prioridade
16/05/2025,Disponibilidade Site (%),92,99,TI,CRÍTICA
17/05/2025,Eletrônicos (Laptops),105,80,Vendas,NORMAL
17/05/2025,Acessórios (Cabos/Baterias),299,250,Logística,NORMAL
17/05/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
17/05/2025,Total faturado (USD),15011,15000,Financeiro,NORMAL
17/05/2025,Suporte (Tickets),61,30,Atendimento,NORMAL
17/05/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
17/05/2025,Novos Leads B2B,14,15,Marketing,URGENTE
17/05/2025,Disponibilidade Site (%),149,99,TI,NORMAL
18/05/2025,Eletrônicos (Laptops),80,80,Vendas,CRÍTICA
18/05/2025,Acessórios (Cabos/Baterias),185,250,Logística,URGENTE
18/05/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
18/05/2025,Total faturado (USD),12551,15000,Financeiro,URGENTE
18/05/2025,Suporte (Tickets),65,30,Atendimento,NORMAL
18/05/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
18/05/2025,Novos Leads B2B,11,15,Marketing,ALERTA
18/05/2025,Disponibilidade Site (%),132,99,TI,NORMAL
19/05/2025,Eletrônicos (Laptops),60,80,Vendas,URGENTE
19/05/2025,Acessórios (Cabos/Baterias),253,250,Logística,NORMAL
19/05/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
19/05/2025,Total faturado (USD),14298,15000,Financeiro,CRÍTICA
19/05/2025,Suporte (Tickets),54,30,Atendimento,NORMAL
19/05/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
19/05/2025,Novos Leads B2B,35,15,Marketing,NORMAL
19/05/2025,Disponibilidade Site (%),95,99,TI,URGENTE
20/05/2025,Eletrônicos (Laptops),72,80,Vendas,ALERTA
20/05/2025,Acessórios (Cabos/Baterias),187,250,Logística,URGENTE
20/05/2025,Linha Branca (Washing Machines),18,20,Vendas,CRÍTICA
20/05/2025,Total faturado (USD),12985,15000,Financeiro,URGENTE
20/05/2025,Suporte (Tickets),24,30,Atendimento,URGENTE
20/05/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
20/05/2025,Novos Leads B2B,26,15,Marketing,NORMAL
20/05/2025,Disponibilidade Site (%),120,99,TI,NORMAL
21/05/2025,Eletrônicos (Laptops),65,80,Vendas,CRÍTICA
21/05/2025,Acessórios (Cabos/Baterias),187,250,Logística,ALERTA
21/05/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
21/05/2025,Total faturado (USD),15008,15000,Financeiro,NORMAL
21/05/2025,Suporte (Tickets),63,30,Atendimento,NORMAL
21/05/2025,Tempo de Entrega (Horas),47,24,Logística,NORMAL
21/05/2025,Novos Leads B2B,11,15,Marketing,ALERTA
21/05/2025,Disponibilidade Site (%),84,99,TI,ALERTA
22/05/2025,Eletrônicos (Laptops),99,80,Vendas,NORMAL
22/05/2025,Acessórios (Cabos/Baterias),194,250,Logística,URGENTE
22/05/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
22/05/2025,Total faturado (USD),11614,15000,Financeiro,ALERTA
22/05/2025,Suporte (Tickets),50,30,Atendimento,NORMAL
22/05/2025,Tempo de Entrega (Horas),22,24,Logística,CRÍTICA
22/05/2025,Novos Leads B2B,11,15,Marketing,URGENTE
22/05/2025,Disponibilidade Site (%),120,99,TI,NORMAL
23/05/2025,Eletrônicos (Laptops),64,80,Vendas,ALERTA
23/05/2025,Acessórios (Cabos/Baterias),177,250,Logística,ALERTA
23/05/2025,Linha Branca (Washing Machines),18,20,Vendas,ALERTA
23/05/2025,Total faturado (USD),15029,15000,Financeiro,NORMAL
23/05/2025,Suporte (Tickets),76,30,Atendimento,NORMAL
23/05/2025,Tempo de Entrega (Horas),47,24,Logística,NORMAL
23/05/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
23/05/2025,Disponibilidade Site (%),107,99,TI,NORMAL
24/05/2025,Eletrônicos (Laptops),116,80,Vendas,NORMAL
24/05/2025,Acessórios (Cabos/Baterias),276,250,Logística,NORMAL
24/05/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
24/05/2025,Total faturado (USD),13556,15000,Financeiro,CRÍTICA
24/05/2025,Suporte (Tickets),31,30,Atendimento,NORMAL
24/05/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
24/05/2025,Novos Leads B2B,14,15,Marketing,URGENTE
24/05/2025,Disponibilidade Site (%),131,99,TI,NORMAL
25/05/2025,Eletrônicos (Laptops),64,80,Vendas,ALERTA
25/05/2025,Acessórios (Cabos/Baterias),187,250,Logística,ALERTA
25/05/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
25/05/2025,Total faturado (USD),15049,15000,Financeiro,NORMAL
25/05/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
25/05/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
25/05/2025,Novos Leads B2B,13,15,Marketing,URGENTE
25/05/2025,Disponibilidade Site (%),120,99,TI,NORMAL
26/05/2025,Eletrônicos (Laptops),72,80,Vendas,URGENTE
26/05/2025,Acessórios (Cabos/Baterias),269,250,Logística,NORMAL
26/05/2025,Linha Branca (Washing Machines),15,20,Vendas,CRÍTICA
26/05/2025,Total faturado (USD),13054,15000,Financeiro,URGENTE
26/05/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
26/05/2025,Tempo de Entrega (Horas),21,24,Logística,CRÍTICA
26/05/2025,Novos Leads B2B,11,15,Marketing,URGENTE
26/05/2025,Disponibilidade Site (%),85,99,TI,URGENTE
27/05/2025,Eletrônicos (Laptops),78,80,Vendas,URGENTE
27/05/2025,Acessórios (Cabos/Baterias),253,250,Logística,NORMAL
27/05/2025,Linha Branca (Washing Machines),31,20,Vendas,NORMAL
27/05/2025,Total faturado (USD),14041,15000,Financeiro,URGENTE
27/05/2025,Suporte (Tickets),59,30,Atendimento,NORMAL
27/05/2025,Tempo de Entrega (Horas),61,24,Logística,NORMAL
27/05/2025,Novos Leads B2B,24,15,Marketing,NORMAL
27/05/2025,Disponibilidade Site (%),90,99,TI,URGENTE
28/05/2025,Eletrônicos (Laptops),74,80,Vendas,URGENTE
28/05/2025,Acessórios (Cabos/Baterias),268,250,Logística,NORMAL
28/05/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
28/05/2025,Total faturado (USD),11338,15000,Financeiro,ALERTA
28/05/2025,Suporte (Tickets),22,30,Atendimento,ALERTA
28/05/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
28/05/2025,Novos Leads B2B,13,15,Marketing,URGENTE
28/05/2025,Disponibilidade Site (%),107,99,TI,NORMAL
29/05/2025,Eletrônicos (Laptops),59,80,Vendas,CRÍTICA
29/05/2025,Acessórios (Cabos/Baterias),235,250,Logística,ALERTA
29/05/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
29/05/2025,Total faturado (USD),15038,15000,Financeiro,NORMAL
29/05/2025,Suporte (Tickets),24,30,Atendimento,CRÍTICA
29/05/2025,Tempo de Entrega (Horas),44,24,Logística,NORMAL
29/05/2025,Novos Leads B2B,15,15,Marketing,ALERTA
29/05/2025,Disponibilidade Site (%),80,99,TI,ALERTA
30/05/2025,Eletrônicos (Laptops),59,80,Vendas,ALERTA
30/05/2025,Acessórios (Cabos/Baterias),257,250,Logística,NORMAL
30/05/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
30/05/2025,Total faturado (USD),13458,15000,Financeiro,URGENTE
30/05/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
30/05/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
30/05/2025,Novos Leads B2B,53,15,Marketing,NORMAL
30/05/2025,Disponibilidade Site (%),111,99,TI,NORMAL
31/05/2025,Eletrônicos (Laptops),61,80,Vendas,CRÍTICA
31/05/2025,Acessórios (Cabos/Baterias),245,250,Logística,URGENTE
31/05/2025,Linha Branca (Washing Machines),44,20,Vendas,NORMAL
31/05/2025,Total faturado (USD),15037,15000,Financeiro,NORMAL
31/05/2025,Suporte (Tickets),30,30,Atendimento,URGENTE
31/05/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
31/05/2025,Novos Leads B2B,49,15,Marketing,NORMAL
31/05/2025,Disponibilidade Site (%),95,99,TI,ALERTA
01/06/2025,Eletrônicos (Laptops),87,80,Vendas,NORMAL
01/06/2025,Acessórios (Cabos/Baterias),241,250,Logística,URGENTE
01/06/2025,Linha Branca (Washing Machines),59,20,Vendas,NORMAL
01/06/2025,Total faturado (USD),14991,15000,Financeiro,URGENTE
01/06/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
01/06/2025,Tempo de Entrega (Horas),55,24,Logística,NORMAL
01/06/2025,Novos Leads B2B,14,15,Marketing,ALERTA
01/06/2025,Disponibilidade Site (%),88,99,TI,URGENTE
02/06/2025,Eletrônicos (Laptops),101,80,Vendas,NORMAL
02/06/2025,Acessórios (Cabos/Baterias),244,250,Logística,URGENTE
02/06/2025,Linha Branca (Washing Machines),22,20,Vendas,NORMAL
02/06/2025,Total faturado (USD),14379,15000,Financeiro,URGENTE
02/06/2025,Suporte (Tickets),21,30,Atendimento,ALERTA
02/06/2025,Tempo de Entrega (Horas),22,24,Logística,CRÍTICA
02/06/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
02/06/2025,Disponibilidade Site (%),144,99,TI,NORMAL
03/06/2025,Eletrônicos (Laptops),79,80,Vendas,URGENTE
03/06/2025,Acessórios (Cabos/Baterias),275,250,Logística,NORMAL
03/06/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
03/06/2025,Total faturado (USD),13446,15000,Financeiro,ALERTA
03/06/2025,Suporte (Tickets),22,30,Atendimento,ALERTA
03/06/2025,Tempo de Entrega (Horas),57,24,Logística,NORMAL
03/06/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
03/06/2025,Disponibilidade Site (%),135,99,TI,NORMAL
04/06/2025,Eletrônicos (Laptops),67,80,Vendas,ALERTA
04/06/2025,Acessórios (Cabos/Baterias),276,250,Logística,NORMAL
04/06/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
04/06/2025,Total faturado (USD),14256,15000,Financeiro,CRÍTICA
04/06/2025,Suporte (Tickets),24,30,Atendimento,CRÍTICA
04/06/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
04/06/2025,Novos Leads B2B,12,15,Marketing,URGENTE
04/06/2025,Disponibilidade Site (%),86,99,TI,CRÍTICA
05/06/2025,Eletrônicos (Laptops),91,80,Vendas,NORMAL
05/06/2025,Acessórios (Cabos/Baterias),220,250,Logística,ALERTA
05/06/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
05/06/2025,Total faturado (USD),10644,15000,Financeiro,URGENTE
05/06/2025,Suporte (Tickets),31,30,Atendimento,NORMAL
05/06/2025,Tempo de Entrega (Horas),57,24,Logística,NORMAL
05/06/2025,Novos Leads B2B,13,15,Marketing,URGENTE
05/06/2025,Disponibilidade Site (%),72,99,TI,URGENTE
06/06/2025,Eletrônicos (Laptops),99,80,Vendas,NORMAL
06/06/2025,Acessórios (Cabos/Baterias),176,250,Logística,URGENTE
06/06/2025,Linha Branca (Washing Machines),69,20,Vendas,NORMAL
06/06/2025,Total faturado (USD),12312,15000,Financeiro,CRÍTICA
06/06/2025,Suporte (Tickets),24,30,Atendimento,ALERTA
06/06/2025,Tempo de Entrega (Horas),24,24,Logística,ALERTA
06/06/2025,Novos Leads B2B,11,15,Marketing,URGENTE
06/06/2025,Disponibilidade Site (%),105,99,TI,NORMAL
07/06/2025,Eletrônicos (Laptops),115,80,Vendas,NORMAL
07/06/2025,Acessórios (Cabos/Baterias),255,250,Logística,NORMAL
07/06/2025,Linha Branca (Washing Machines),26,20,Vendas,NORMAL
07/06/2025,Total faturado (USD),13405,15000,Financeiro,URGENTE
07/06/2025,Suporte (Tickets),29,30,Atendimento,CRÍTICA
07/06/2025,Tempo de Entrega (Horas),20,24,Logística,CRÍTICA
07/06/2025,Novos Leads B2B,13,15,Marketing,ALERTA
07/06/2025,Disponibilidade Site (%),90,99,TI,ALERTA
08/06/2025,Eletrônicos (Laptops),68,80,Vendas,ALERTA
08/06/2025,Acessórios (Cabos/Baterias),250,250,Logística,CRÍTICA
08/06/2025,Linha Branca (Washing Machines),15,20,Vendas,CRÍTICA
08/06/2025,Total faturado (USD),11309,15000,Financeiro,ALERTA
08/06/2025,Suporte (Tickets),77,30,Atendimento,NORMAL
08/06/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
08/06/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
08/06/2025,Disponibilidade Site (%),100,99,TI,NORMAL
09/06/2025,Eletrônicos (Laptops),69,80,Vendas,URGENTE
09/06/2025,Acessórios (Cabos/Baterias),263,250,Logística,NORMAL
09/06/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
09/06/2025,Total faturado (USD),14983,15000,Financeiro,ALERTA
09/06/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
09/06/2025,Tempo de Entrega (Horas),66,24,Logística,NORMAL
09/06/2025,Novos Leads B2B,11,15,Marketing,URGENTE
09/06/2025,Disponibilidade Site (%),77,99,TI,URGENTE
10/06/2025,Eletrônicos (Laptops),72,80,Vendas,ALERTA
10/06/2025,Acessórios (Cabos/Baterias),229,250,Logística,CRÍTICA
10/06/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
10/06/2025,Total faturado (USD),12881,15000,Financeiro,URGENTE
10/06/2025,Suporte (Tickets),27,30,Atendimento,ALERTA
10/06/2025,Tempo de Entrega (Horas),46,24,Logística,NORMAL
10/06/2025,Novos Leads B2B,14,15,Marketing,URGENTE
10/06/2025,Disponibilidade Site (%),143,99,TI,NORMAL
11/06/2025,Eletrônicos (Laptops),56,80,Vendas,ALERTA
11/06/2025,Acessórios (Cabos/Baterias),218,250,Logística,URGENTE
11/06/2025,Linha Branca (Washing Machines),55,20,Vendas,NORMAL
11/06/2025,Total faturado (USD),13161,15000,Financeiro,ALERTA
11/06/2025,Suporte (Tickets),30,30,Atendimento,CRÍTICA
11/06/2025,Tempo de Entrega (Horas),73,24,Logística,NORMAL
11/06/2025,Novos Leads B2B,11,15,Marketing,ALERTA
11/06/2025,Disponibilidade Site (%),122,99,TI,NORMAL
12/06/2025,Eletrônicos (Laptops),110,80,Vendas,NORMAL
12/06/2025,Acessórios (Cabos/Baterias),252,250,Logística,NORMAL
12/06/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
12/06/2025,Total faturado (USD),10682,15000,Financeiro,ALERTA
12/06/2025,Suporte (Tickets),22,30,Atendimento,ALERTA
12/06/2025,Tempo de Entrega (Horas),70,24,Logística,NORMAL
12/06/2025,Novos Leads B2B,62,15,Marketing,NORMAL
12/06/2025,Disponibilidade Site (%),148,99,TI,NORMAL
13/06/2025,Eletrônicos (Laptops),56,80,Vendas,ALERTA
13/06/2025,Acessórios (Cabos/Baterias),231,250,Logística,ALERTA
13/06/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
13/06/2025,Total faturado (USD),15024,15000,Financeiro,NORMAL
13/06/2025,Suporte (Tickets),68,30,Atendimento,NORMAL
13/06/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
13/06/2025,Novos Leads B2B,64,15,Marketing,NORMAL
13/06/2025,Disponibilidade Site (%),131,99,TI,NORMAL
14/06/2025,Eletrônicos (Laptops),77,80,Vendas,CRÍTICA
14/06/2025,Acessórios (Cabos/Baterias),289,250,Logística,NORMAL
14/06/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
14/06/2025,Total faturado (USD),10761,15000,Financeiro,ALERTA
14/06/2025,Suporte (Tickets),78,30,Atendimento,NORMAL
14/06/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
14/06/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
14/06/2025,Disponibilidade Site (%),72,99,TI,ALERTA
15/06/2025,Eletrônicos (Laptops),69,80,Vendas,URGENTE
15/06/2025,Acessórios (Cabos/Baterias),186,250,Logística,URGENTE
15/06/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
15/06/2025,Total faturado (USD),15028,15000,Financeiro,NORMAL
15/06/2025,Suporte (Tickets),24,30,Atendimento,CRÍTICA
15/06/2025,Tempo de Entrega (Horas),26,24,Logística,NORMAL
15/06/2025,Novos Leads B2B,23,15,Marketing,NORMAL
15/06/2025,Disponibilidade Site (%),95,99,TI,ALERTA
16/06/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
16/06/2025,Acessórios (Cabos/Baterias),270,250,Logística,NORMAL
16/06/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
16/06/2025,Total faturado (USD),11826,15000,Financeiro,URGENTE
16/06/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
16/06/2025,Tempo de Entrega (Horas),35,24,Logística,NORMAL
16/06/2025,Novos Leads B2B,32,15,Marketing,NORMAL
16/06/2025,Disponibilidade Site (%),132,99,TI,NORMAL
17/06/2025,Eletrônicos (Laptops),66,80,Vendas,ALERTA
17/06/2025,Acessórios (Cabos/Baterias),223,250,Logística,ALERTA
17/06/2025,Linha Branca (Washing Machines),56,20,Vendas,NORMAL
17/06/2025,Total faturado (USD),10759,15000,Financeiro,ALERTA
17/06/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
17/06/2025,Tempo de Entrega (Horas),69,24,Logística,NORMAL
17/06/2025,Novos Leads B2B,49,15,Marketing,NORMAL
17/06/2025,Disponibilidade Site (%),75,99,TI,URGENTE
18/06/2025,Eletrônicos (Laptops),125,80,Vendas,NORMAL
18/06/2025,Acessórios (Cabos/Baterias),200,250,Logística,URGENTE
18/06/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
18/06/2025,Total faturado (USD),10567,15000,Financeiro,ALERTA
18/06/2025,Suporte (Tickets),74,30,Atendimento,NORMAL
18/06/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
18/06/2025,Novos Leads B2B,11,15,Marketing,ALERTA
18/06/2025,Disponibilidade Site (%),122,99,TI,NORMAL
19/06/2025,Eletrônicos (Laptops),67,80,Vendas,URGENTE
19/06/2025,Acessórios (Cabos/Baterias),207,250,Logística,CRÍTICA
19/06/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
19/06/2025,Total faturado (USD),15017,15000,Financeiro,NORMAL
19/06/2025,Suporte (Tickets),23,30,Atendimento,CRÍTICA
19/06/2025,Tempo de Entrega (Horas),23,24,Logística,CRÍTICA
19/06/2025,Novos Leads B2B,12,15,Marketing,URGENTE
19/06/2025,Disponibilidade Site (%),88,99,TI,URGENTE
20/06/2025,Eletrônicos (Laptops),68,80,Vendas,CRÍTICA
20/06/2025,Acessórios (Cabos/Baterias),271,250,Logística,NORMAL
20/06/2025,Linha Branca (Washing Machines),14,20,Vendas,ALERTA
20/06/2025,Total faturado (USD),15032,15000,Financeiro,NORMAL
20/06/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
20/06/2025,Tempo de Entrega (Horas),21,24,Logística,CRÍTICA
20/06/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
20/06/2025,Disponibilidade Site (%),79,99,TI,CRÍTICA
21/06/2025,Eletrônicos (Laptops),79,80,Vendas,ALERTA
21/06/2025,Acessórios (Cabos/Baterias),286,250,Logística,NORMAL
21/06/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
21/06/2025,Total faturado (USD),10986,15000,Financeiro,URGENTE
21/06/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
21/06/2025,Tempo de Entrega (Horas),24,24,Logística,ALERTA
21/06/2025,Novos Leads B2B,13,15,Marketing,ALERTA
21/06/2025,Disponibilidade Site (%),70,99,TI,URGENTE
22/06/2025,Eletrônicos (Laptops),114,80,Vendas,NORMAL
22/06/2025,Acessórios (Cabos/Baterias),261,250,Logística,NORMAL
22/06/2025,Linha Branca (Washing Machines),49,20,Vendas,NORMAL
22/06/2025,Total faturado (USD),13416,15000,Financeiro,CRÍTICA
22/06/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
22/06/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
22/06/2025,Novos Leads B2B,48,15,Marketing,NORMAL
22/06/2025,Disponibilidade Site (%),84,99,TI,URGENTE
23/06/2025,Eletrônicos (Laptops),129,80,Vendas,NORMAL
23/06/2025,Acessórios (Cabos/Baterias),189,250,Logística,ALERTA
23/06/2025,Linha Branca (Washing Machines),59,20,Vendas,NORMAL
23/06/2025,Total faturado (USD),11940,15000,Financeiro,URGENTE
23/06/2025,Suporte (Tickets),39,30,Atendimento,NORMAL
23/06/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
23/06/2025,Novos Leads B2B,24,15,Marketing,NORMAL
23/06/2025,Disponibilidade Site (%),77,99,TI,CRÍTICA
24/06/2025,Eletrônicos (Laptops),64,80,Vendas,ALERTA
24/06/2025,Acessórios (Cabos/Baterias),179,250,Logística,ALERTA
24/06/2025,Linha Branca (Washing Machines),68,20,Vendas,NORMAL
24/06/2025,Total faturado (USD),12465,15000,Financeiro,ALERTA
24/06/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
24/06/2025,Tempo de Entrega (Horas),72,24,Logística,NORMAL
24/06/2025,Novos Leads B2B,57,15,Marketing,NORMAL
24/06/2025,Disponibilidade Site (%),86,99,TI,ALERTA
25/06/2025,Eletrônicos (Laptops),74,80,Vendas,URGENTE
25/06/2025,Acessórios (Cabos/Baterias),226,250,Logística,ALERTA
25/06/2025,Linha Branca (Washing Machines),23,20,Vendas,NORMAL
25/06/2025,Total faturado (USD),11676,15000,Financeiro,ALERTA
25/06/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
25/06/2025,Tempo de Entrega (Horas),53,24,Logística,NORMAL
25/06/2025,Novos Leads B2B,61,15,Marketing,NORMAL
25/06/2025,Disponibilidade Site (%),71,99,TI,URGENTE
26/06/2025,Eletrônicos (Laptops),59,80,Vendas,URGENTE
26/06/2025,Acessórios (Cabos/Baterias),260,250,Logística,NORMAL
26/06/2025,Linha Branca (Washing Machines),16,20,Vendas,ALERTA
26/06/2025,Total faturado (USD),15031,15000,Financeiro,NORMAL
26/06/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
26/06/2025,Tempo de Entrega (Horas),19,24,Logística,CRÍTICA
26/06/2025,Novos Leads B2B,13,15,Marketing,ALERTA
26/06/2025,Disponibilidade Site (%),79,99,TI,CRÍTICA
27/06/2025,Eletrônicos (Laptops),56,80,Vendas,URGENTE
27/06/2025,Acessórios (Cabos/Baterias),209,250,Logística,URGENTE
27/06/2025,Linha Branca (Washing Machines),17,20,Vendas,ALERTA
27/06/2025,Total faturado (USD),12484,15000,Financeiro,URGENTE
27/06/2025,Suporte (Tickets),44,30,Atendimento,NORMAL
27/06/2025,Tempo de Entrega (Horas),28,24,Logística,NORMAL
27/06/2025,Novos Leads B2B,11,15,Marketing,URGENTE
27/06/2025,Disponibilidade Site (%),87,99,TI,ALERTA
28/06/2025,Eletrônicos (Laptops),67,80,Vendas,CRÍTICA
28/06/2025,Acessórios (Cabos/Baterias),272,250,Logística,NORMAL
28/06/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
28/06/2025,Total faturado (USD),14001,15000,Financeiro,URGENTE
28/06/2025,Suporte (Tickets),35,30,Atendimento,NORMAL
28/06/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
28/06/2025,Novos Leads B2B,54,15,Marketing,NORMAL
28/06/2025,Disponibilidade Site (%),99,99,TI,ALERTA
29/06/2025,Eletrônicos (Laptops),122,80,Vendas,NORMAL
29/06/2025,Acessórios (Cabos/Baterias),243,250,Logística,URGENTE
29/06/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
29/06/2025,Total faturado (USD),13686,15000,Financeiro,URGENTE
29/06/2025,Suporte (Tickets),38,30,Atendimento,NORMAL
29/06/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
29/06/2025,Novos Leads B2B,14,15,Marketing,ALERTA
29/06/2025,Disponibilidade Site (%),73,99,TI,URGENTE
30/06/2025,Eletrônicos (Laptops),109,80,Vendas,NORMAL
30/06/2025,Acessórios (Cabos/Baterias),217,250,Logística,URGENTE
30/06/2025,Linha Branca (Washing Machines),44,20,Vendas,NORMAL
30/06/2025,Total faturado (USD),15017,15000,Financeiro,NORMAL
30/06/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
30/06/2025,Tempo de Entrega (Horas),46,24,Logística,NORMAL
30/06/2025,Novos Leads B2B,43,15,Marketing,NORMAL
30/06/2025,Disponibilidade Site (%),111,99,TI,NORMAL
01/07/2025,Eletrônicos (Laptops),76,80,Vendas,URGENTE
01/07/2025,Acessórios (Cabos/Baterias),256,250,Logística,NORMAL
01/07/2025,Linha Branca (Washing Machines),16,20,Vendas,ALERTA
01/07/2025,Total faturado (USD),15020,15000,Financeiro,NORMAL
01/07/2025,Suporte (Tickets),27,30,Atendimento,CRÍTICA
01/07/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
01/07/2025,Novos Leads B2B,50,15,Marketing,NORMAL
01/07/2025,Disponibilidade Site (%),76,99,TI,CRÍTICA
02/07/2025,Eletrônicos (Laptops),72,80,Vendas,URGENTE
02/07/2025,Acessórios (Cabos/Baterias),299,250,Logística,NORMAL
02/07/2025,Linha Branca (Washing Machines),40,20,Vendas,NORMAL
02/07/2025,Total faturado (USD),12891,15000,Financeiro,URGENTE
02/07/2025,Suporte (Tickets),53,30,Atendimento,NORMAL
02/07/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
02/07/2025,Novos Leads B2B,15,15,Marketing,URGENTE
02/07/2025,Disponibilidade Site (%),96,99,TI,URGENTE
03/07/2025,Eletrônicos (Laptops),92,80,Vendas,NORMAL
03/07/2025,Acessórios (Cabos/Baterias),204,250,Logística,ALERTA
03/07/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
03/07/2025,Total faturado (USD),15028,15000,Financeiro,NORMAL
03/07/2025,Suporte (Tickets),36,30,Atendimento,NORMAL
03/07/2025,Tempo de Entrega (Horas),69,24,Logística,NORMAL
03/07/2025,Novos Leads B2B,14,15,Marketing,ALERTA
03/07/2025,Disponibilidade Site (%),86,99,TI,URGENTE
04/07/2025,Eletrônicos (Laptops),75,80,Vendas,CRÍTICA
04/07/2025,Acessórios (Cabos/Baterias),291,250,Logística,NORMAL
04/07/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
04/07/2025,Total faturado (USD),11852,15000,Financeiro,CRÍTICA
04/07/2025,Suporte (Tickets),29,30,Atendimento,ALERTA
04/07/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
04/07/2025,Novos Leads B2B,54,15,Marketing,NORMAL
04/07/2025,Disponibilidade Site (%),106,99,TI,NORMAL
05/07/2025,Eletrônicos (Laptops),103,80,Vendas,NORMAL
05/07/2025,Acessórios (Cabos/Baterias),190,250,Logística,ALERTA
05/07/2025,Linha Branca (Washing Machines),62,20,Vendas,NORMAL
05/07/2025,Total faturado (USD),12647,15000,Financeiro,URGENTE
05/07/2025,Suporte (Tickets),30,30,Atendimento,URGENTE
05/07/2025,Tempo de Entrega (Horas),19,24,Logística,ALERTA
05/07/2025,Novos Leads B2B,13,15,Marketing,URGENTE
05/07/2025,Disponibilidade Site (%),80,99,TI,ALERTA
06/07/2025,Eletrônicos (Laptops),109,80,Vendas,NORMAL
06/07/2025,Acessórios (Cabos/Baterias),273,250,Logística,NORMAL
06/07/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
